waktu,link,foto,judul,source
29-05-2021 08:55:00,https://www.panditfootball.com/analisa-pertandingan/214396//210529/final-liga-champions-arena-pembuktian-2-bintang-masa-depan-inggris,https://img.panditfootball.com/small/FEATURE-IMAGE-foden-vs-mount.jpg,Final Liga Champions: Arena Pembuktian 2 Bintang Masa Depan Inggris,https://www.panditfootball.com
23-05-2021 17:22:00,https://www.panditfootball.com/analisa-pertandingan/214390//210523/pekan-terakhir-serie-a-2020-21-siapa-lolos-ke-liga-champions,https://img.panditfootball.com/small/Serie%20A.jpg,Pekan Terakhir Serie A 2020/21: Siapa Lolos ke Liga Champions?,https://www.panditfootball.com
23-05-2021 17:20:00,https://www.panditfootball.com/analisa-pertandingan/214389//210523/pekan-terakhir-premier-league-2020-21-tiga-klub-dua-spot-ucl-dan-perebutan-golden-boot,https://img.panditfootball.com/small/PL%20Trofi.jpg,"Pekan Terakhir Premier League 2020/21: Tiga Klub, Dua Spot UCL, dan Perebutan Golden Boot",https://www.panditfootball.com
22-05-2021 21:11:00,https://www.panditfootball.com/analisa-pertandingan/214388//210522/pekan-terakhir-la-liga-2020-21-siapa-menjadi-juara,https://img.panditfootball.com/small/,Pekan Terakhir La Liga 2020/21: Siapa Menjadi Juara?,https://www.panditfootball.com
21-05-2021 14:32:00,https://www.panditfootball.com/cerita/214387//210521/harry-kane-ingin-pindah-tapi-siapa-ma-mp-u-membelinya,https://img.panditfootball.com/small/FEATURE-IMAGE-kane-pergi.jpg,"Harry Kane Ingin Pindah, Tapi Siapa Ma(mp)u Membelinya?",https://www.panditfootball.com
19-05-2021 17:06:00,https://www.panditfootball.com/cerita/214382//210519/kiper-menyambut-corner-kick-keuntungan-taktis-dan-sebuah-momen-liar,https://img.panditfootball.com/small/Feature-Image-alisson-goal.jpg,Kiper Menyambut Corner Kick: Keuntungan Taktis dan Sebuah Momen Liar,https://www.panditfootball.com
18-05-2021 19:34:00,https://www.panditfootball.com/fpl-football-culture/214380/RFH/210518/pemain-spekulatif-fpl-panditfootball-gameweek-37,https://img.panditfootball.com/small/WhatsApp%20Image%202021-05-18%20at%2006.10.26%20(1).jpeg,Pemain Spekulatif FPL PanditFootball: Gameweek 37,https://www.panditfootball.com
18-05-2021 18:18:00,https://www.panditfootball.com/fpl-football-culture/214379/RFH/210518/penyerang-unggulan-fpl-panditfootball-gameweek-37,https://img.panditfootball.com/small/WhatsApp%20Image%202021-05-18%20at%2006.10.26.jpeg,Penyerang Unggulan FPL PanditFootball: Gameweek 37,https://www.panditfootball.com
18-05-2021 16:14:00,https://www.panditfootball.com/fpl-football-culture/214378/RFH/210518/gelandang-unggulan-fpl-panditfootball-gameweek-37,https://img.panditfootball.com/small/WhatsApp%20Image%202021-05-18%20at%2006.10.24.jpeg,Gelandang Unggulan FPL PanditFootball: Gameweek 37,https://www.panditfootball.com
18-05-2021 15:47:00,https://www.panditfootball.com/fpl-football-culture/214377/RFH/210518/kiper-dan-bek-unggulan-fpl-panditfootball-gameweek-37,https://img.panditfootball.com/small/WhatsApp%20Image%202021-05-18%20at%2006.10.25.jpeg,Kiper dan Bek Unggulan FPL PanditFootball: Gameweek 37,https://www.panditfootball.com
